"","ObservedDate","County","State","Count","Year","DOY","FirstiNatReport"
"9327",2021-09-11,"Bronx","NY",1,2021,254,"9/5/2019"
"9328",2021-09-11,"Bergen","NJ",1,2021,254,"7/18/2021"
"9329",2021-09-11,"NY","NY",1,2021,254,"9/5/2019"
"9330",2021-09-11,"NY","NY",1,2021,254,"9/5/2019"
"9331",2021-09-11,"NY","NY",1,2021,254,"9/5/2019"
"9332",2021-09-11,"Richmond","NY",1,2021,254,"9/5/2019"
"9333",2021-09-11,"NY","NY",1,2021,254,"9/5/2019"
"9334",2021-09-11,"Kings","NY",1,2021,254,"9/5/2019"
"9335",2021-09-11,"Kings","NY",1,2021,254,"9/5/2019"
"9336",2021-09-11,"Kings","NY",1,2021,254,"9/5/2019"
"9337",2021-09-11,"Middlesex","NJ",1,2021,254,"7/18/2021"
"9338",2021-09-11,"Berks","PA",1,2021,254,"11/7/2017"
"9339",2021-09-11,"Chester","PA",1,2021,254,"11/7/2017"
"9340",2021-09-11,"Bergen","NJ",1,2021,254,"7/18/2021"
"9341",2021-09-11,"Delaware","PA",1,2021,254,"11/7/2017"
"9342",2021-08-24,"Ocean","NJ",1,2021,236,"7/18/2021"
"9343",2021-09-11,"Queens","NY",1,2021,254,"9/5/2019"
"9344",2021-09-11,"Philadelphia","PA",1,2021,254,"11/7/2017"
"9345",2021-09-11,"Hudson","NJ",1,2021,254,"7/18/2021"
"9346",2021-09-11,"Dauphin","PA",1,2021,254,"11/7/2017"
"9347",2021-09-11,"Allegheny","PA",1,2021,254,"11/7/2017"
"9348",2021-09-11,"Essex","NJ",1,2021,254,"7/18/2021"
"9349",2021-09-11,"Frederick","Virginia",1,2021,254,NA
"9350",2021-09-11,"Chester","PA",1,2021,254,"11/7/2017"
"9351",2021-09-11,"Hudson","NJ",1,2021,254,"7/18/2021"
"9352",2021-09-11,"NY","NY",1,2021,254,"9/5/2019"
"9353",2021-09-11,"Monmouth","NJ",1,2021,254,"7/18/2021"
"9354",2021-09-11,"Westmoreland","PA",1,2021,254,"11/7/2017"
"9355",2021-09-10,"Bucks","PA",1,2021,253,"11/7/2017"
"9356",2021-09-11,"NY","NY",1,2021,254,"9/5/2019"
"9357",2021-09-11,"NY","NY",1,2021,254,"9/5/2019"
"9358",2021-09-11,"NY","NY",1,2021,254,"9/5/2019"
"9359",2021-09-11,"NY","NY",1,2021,254,"9/5/2019"
"9360",2021-09-11,"Allegheny","PA",1,2021,254,"11/7/2017"
"9361",2021-09-11,"NY","NY",1,2021,254,"9/5/2019"
"9362",2021-09-11,"NY","NY",1,2021,254,"9/5/2019"
"9363",2021-09-11,"NY","NY",1,2021,254,"9/5/2019"
"9364",2021-09-11,"Berks","PA",1,2021,254,"11/7/2017"
"9365",2021-09-11,"Dauphin","PA",1,2021,254,"11/7/2017"
"9366",2021-09-11,"Monmouth","NJ",1,2021,254,"7/18/2021"
"9367",2021-09-11,"Kings","NY",1,2021,254,"9/5/2019"
"9368",2021-09-11,"Montgomery","PA",1,2021,254,"11/7/2017"
"9369",2021-09-10,"Hudson","NJ",1,2021,253,"7/18/2021"
"9370",2021-09-11,"Morris","NJ",1,2021,254,"7/18/2021"
"9371",2021-09-11,"Montgomery","PA",1,2021,254,"11/7/2017"
"9372",2021-09-12,"Hudson","NJ",1,2021,255,"7/18/2021"
"9373",2021-09-11,"Monmouth","NJ",1,2021,254,"7/18/2021"
"9374",2021-09-12,"Kings","NY",1,2021,255,"9/5/2019"
"9375",2021-09-09,"Schuylkill","PA",1,2021,252,"11/7/2017"
"9376",2021-09-09,"Schuylkill","PA",1,2021,252,"11/7/2017"
"9377",2021-09-12,"NY","NY",1,2021,255,"9/5/2019"
"9378",2021-09-09,"Schuylkill","PA",1,2021,252,"11/7/2017"
"9379",2021-09-09,"Schuylkill","PA",1,2021,252,"11/7/2017"
"9380",2021-09-11,"NY","NY",1,2021,254,"9/5/2019"
"9381",2021-09-12,"NY","NY",1,2021,255,"9/5/2019"
"9382",2021-09-12,"NY","NY",1,2021,255,"9/5/2019"
"9383",2021-09-12,"Harford","Maryland",1,2021,255,NA
"9384",2021-09-12,"Cecil","Maryland",1,2021,255,NA
"9385",2021-09-12,"Allegheny","PA",1,2021,255,"11/7/2017"
"9386",2021-09-12,"Hudson","NJ",1,2021,255,"7/18/2021"
"9387",2021-09-12,"Kings","NY",1,2021,255,"9/5/2019"
"9388",2021-09-12,"NY","NY",1,2021,255,"9/5/2019"
"9389",2021-09-12,"NY","NY",1,2021,255,"9/5/2019"
"9390",2021-09-12,"Camden","NJ",1,2021,255,"7/18/2021"
"9391",2021-09-12,"Dauphin","PA",1,2021,255,"11/7/2017"
"9392",2021-09-12,"Richmond","NY",1,2021,255,"9/5/2019"
"9393",2021-09-12,"Mercer","NJ",1,2021,255,"7/18/2021"
"9394",2021-09-11,"Philadelphia","PA",1,2021,254,"11/7/2017"
"9395",2021-09-12,"Philadelphia","PA",1,2021,255,"11/7/2017"
"9396",2021-09-12,"Kings","NY",1,2021,255,"9/5/2019"
"9397",2021-09-12,"Morris","NJ",1,2021,255,"7/18/2021"
"9398",2021-09-12,"Morris","NJ",1,2021,255,"7/18/2021"
"9399",2021-09-12,"Philadelphia","PA",1,2021,255,"11/7/2017"
"9400",2021-09-12,"Dauphin","PA",1,2021,255,"11/7/2017"
"9401",2021-09-12,"Washington","Maryland",1,2021,255,NA
"9402",2021-09-12,"Morris","NJ",1,2021,255,"7/18/2021"
"9403",2021-09-12,"Queens","NY",1,2021,255,"9/5/2019"
"9404",2021-09-12,"Somerset","NJ",1,2021,255,"7/18/2021"
"9405",2021-09-12,"Kings","NY",1,2021,255,"9/5/2019"
"9406",2021-09-12,"Mercer","NJ",1,2021,255,"7/18/2021"
"9407",2021-09-12,"Kings","NY",1,2021,255,"9/5/2019"
"9408",2021-09-12,"Cumberland","PA",1,2021,255,"11/7/2017"
"9409",2021-09-12,"Nassau","NY",1,2021,255,"9/5/2019"
"9410",2021-09-12,"Richmond","NY",1,2021,255,"9/5/2019"
"9411",2021-09-12,"Nassau","NY",1,2021,255,"9/5/2019"
"9412",2021-09-12,"Essex","NJ",1,2021,255,"7/18/2021"
"9413",2021-09-12,"Monmouth","NJ",1,2021,255,"7/18/2021"
"9414",2021-09-12,"Middlesex","NJ",1,2021,255,"7/18/2021"
"9415",2021-09-12,"Allegheny","PA",1,2021,255,"11/7/2017"
"9416",2021-09-12,"Chester","PA",1,2021,255,"11/7/2017"
"9417",2021-09-11,"Bronx","NY",1,2021,254,"9/5/2019"
"9418",2021-09-12,"NY","NY",1,2021,255,"9/5/2019"
"9419",2021-09-12,"Union","NJ",1,2021,255,"7/18/2021"
"9420",2021-09-12,"Lancaster","PA",1,2021,255,"11/7/2017"
"9421",2021-09-12,"Union","NJ",1,2021,255,"7/18/2021"
"9422",2021-09-12,"NY","NY",1,2021,255,"9/5/2019"
"9423",2021-09-12,"Columbia","PA",1,2021,255,"11/7/2017"
"9424",2021-09-12,"Richmond","NY",1,2021,255,"9/5/2019"
"9425",2021-09-12,"NY","NY",1,2021,255,"9/5/2019"
"9426",2021-09-12,"NY","NY",1,2021,255,"9/5/2019"
"9427",2021-09-12,"Somerset","NJ",1,2021,255,"7/18/2021"
"9428",2021-09-12,"Somerset","NJ",1,2021,255,"7/18/2021"
"9429",2021-09-12,"Somerset","NJ",1,2021,255,"7/18/2021"
"9430",2021-09-12,"Somerset","NJ",1,2021,255,"7/18/2021"
"9431",2021-09-12,"Hunterdon","NJ",1,2021,255,"7/18/2021"
"9432",2021-09-12,"Essex","NJ",1,2021,255,"7/18/2021"
"9433",2021-09-12,"Morris","NJ",1,2021,255,"7/18/2021"
"9434",2021-09-10,"Atlantic","NJ",1,2021,253,"7/18/2021"
"9435",2021-09-10,"Middlesex","NJ",1,2021,253,"7/18/2021"
"9436",2021-09-11,"Somerset","NJ",1,2021,254,"7/18/2021"
"9437",2021-09-12,"Philadelphia","PA",1,2021,255,"11/7/2017"
"9438",2021-09-12,"Morris","NJ",1,2021,255,"7/18/2021"
"9439",2021-09-12,"Morris","NJ",1,2021,255,"7/18/2021"
"9440",2021-09-12,"NY","NY",1,2021,255,"9/5/2019"
"9441",2021-09-12,"Kings","NY",1,2021,255,"9/5/2019"
"9442",2021-08-28,"Queens","NY",1,2021,240,"9/5/2019"
"9443",2021-09-04,"Richmond","NY",1,2021,247,"9/5/2019"
"9444",2021-09-11,"Middlesex","NJ",1,2021,254,"7/18/2021"
"9445",2021-09-09,"Monroe","PA",1,2021,252,"11/7/2017"
"9446",2021-09-11,"Philadelphia","PA",1,2021,254,"11/7/2017"
"9447",2021-09-13,"NY","NY",1,2021,256,"9/5/2019"
"9448",2021-09-13,"Kings","NY",1,2021,256,"9/5/2019"
"9449",2021-09-13,"Queens","NY",1,2021,256,"9/5/2019"
"9450",2021-09-12,"Philadelphia","PA",1,2021,255,"11/7/2017"
"9451",2021-09-13,"Allegheny","PA",1,2021,256,"11/7/2017"
"9452",2021-09-13,"Monroe","PA",1,2021,256,"11/7/2017"
"9453",2021-09-13,"NY","NY",1,2021,256,"9/5/2019"
"9454",2021-09-13,"Morris","NJ",1,2021,256,"7/18/2021"
"9455",2021-09-13,"Morris","NJ",1,2021,256,"7/18/2021"
"9456",2021-09-13,"Morris","NJ",1,2021,256,"7/18/2021"
"9457",2021-09-13,"Morris","NJ",1,2021,256,"7/18/2021"
"9458",2021-09-13,"Sussex","NJ",1,2021,256,"7/18/2021"
"9459",2021-09-13,"Schuylkill","PA",1,2021,256,"11/7/2017"
"9460",2021-09-11,"Monroe","PA",1,2021,254,"11/7/2017"
"9461",2021-09-13,"Middlesex","NJ",1,2021,256,"7/18/2021"
"9462",2021-09-13,"Richmond","NY",1,2021,256,"9/5/2019"
"9463",2021-09-13,"Kings","NY",1,2021,256,"9/5/2019"
"9464",2021-09-12,"Bucks","PA",1,2021,255,"11/7/2017"
"9465",2021-09-13,"Baltimore City, MD","Maryland",1,2021,256,NA
"9466",2021-09-13,"Cecil","Maryland",1,2021,256,NA
"9467",2021-09-13,"Sussex","Delaware",1,2021,256,NA
"9468",2021-09-13,"Morris","NJ",1,2021,256,"7/18/2021"
"9469",2021-09-13,"Essex","NJ",1,2021,256,"7/18/2021"
"9470",2021-09-13,"Morris","NJ",1,2021,256,"7/18/2021"
"9471",2021-09-13,"Morris","NJ",1,2021,256,"7/18/2021"
"9472",2021-09-13,"NY","NY",1,2021,256,"9/5/2019"
"9473",2021-09-13,"Morris","NJ",1,2021,256,"7/18/2021"
"9474",2021-09-13,"Morris","NJ",1,2021,256,"7/18/2021"
"9475",2021-09-13,"Morris","NJ",1,2021,256,"7/18/2021"
"9476",2021-09-13,"Morris","NJ",1,2021,256,"7/18/2021"
"9477",2021-09-13,"Morris","NJ",1,2021,256,"7/18/2021"
"9478",2021-09-13,"Morris","NJ",1,2021,256,"7/18/2021"
"9479",2021-09-13,"Morris","NJ",1,2021,256,"7/18/2021"
"9480",2021-09-13,"Morris","NJ",1,2021,256,"7/18/2021"
"9481",2021-09-13,"Morris","NJ",1,2021,256,"7/18/2021"
"9482",2021-09-13,"Morris","NJ",1,2021,256,"7/18/2021"
"9483",2021-09-13,"Morris","NJ",1,2021,256,"7/18/2021"
"9484",2021-09-13,"Morris","NJ",1,2021,256,"7/18/2021"
"9485",2021-09-13,"Morris","NJ",1,2021,256,"7/18/2021"
"9486",2021-09-13,"Morris","NJ",1,2021,256,"7/18/2021"
"9487",2021-09-13,"Morris","NJ",1,2021,256,"7/18/2021"
"9488",2021-08-31,"Lancaster","PA",1,2021,243,"11/7/2017"
"9489",2021-09-13,"Middlesex","NJ",1,2021,256,"7/18/2021"
"9490",2021-09-13,"Washington","Maryland",1,2021,256,NA
"9491",2021-09-11,"NY","NY",1,2021,254,"9/5/2019"
"9492",2021-09-11,"NY","NY",1,2021,254,"9/5/2019"
"9493",2021-09-13,"Kings","NY",1,2021,256,"9/5/2019"
"9494",2021-09-13,"Cecil","Maryland",1,2021,256,NA
"9495",2021-09-13,"Allegheny","PA",1,2021,256,"11/7/2017"
"9496",2021-09-13,"Harford","Maryland",1,2021,256,NA
"9497",2021-09-13,"Cecil","Maryland",1,2021,256,NA
"9498",2021-09-13,"Cecil","Maryland",1,2021,256,NA
"9499",2021-09-13,"Cecil","Maryland",1,2021,256,NA
"9500",2021-09-13,"Cecil","Maryland",1,2021,256,NA
"9501",2021-09-13,"NY","NY",1,2021,256,"9/5/2019"
"9502",2021-09-13,"Monroe","PA",1,2021,256,"11/7/2017"
"9503",2021-09-12,"Lehigh","PA",1,2021,255,"11/7/2017"
"9504",2021-09-13,"Delaware","PA",1,2021,256,"11/7/2017"
"9505",2021-09-13,"NY","NY",1,2021,256,"9/5/2019"
"9506",2021-09-08,"NY","NY",1,2021,251,"9/5/2019"
"9507",2021-09-13,"Berks","PA",1,2021,256,"11/7/2017"
"9508",2021-09-11,"Richmond","NY",1,2021,254,"9/5/2019"
"9509",2021-09-13,"NY","NY",1,2021,256,"9/5/2019"
"9510",2021-09-13,"Delaware","PA",1,2021,256,"11/7/2017"
"9511",2021-09-13,"Dauphin","PA",1,2021,256,"11/7/2017"
"9512",2021-09-13,"Hudson","NJ",1,2021,256,"7/18/2021"
"9513",2021-09-10,"Richmond","NY",1,2021,253,"9/5/2019"
"9514",2021-09-13,"NY","NY",1,2021,256,"9/5/2019"
"9515",2021-09-13,"Middlesex","NJ",1,2021,256,"7/18/2021"
"9516",2021-09-12,"Bucks","PA",1,2021,255,"11/7/2017"
"9517",2021-09-13,"Washington","Maryland",1,2021,256,NA
"9518",2021-09-13,"NY","NY",1,2021,256,"9/5/2019"
"9519",2021-09-13,"NY","NY",1,2021,256,"9/5/2019"
"9520",2021-09-13,"Allegheny","PA",1,2021,256,"11/7/2017"
"9521",2021-09-13,"Cecil","Maryland",1,2021,256,NA
"9522",2021-09-13,"Monmouth","NJ",1,2021,256,"7/18/2021"
"9523",2021-09-13,"York","PA",1,2021,256,"11/7/2017"
"9524",2021-09-13,"Morris","NJ",1,2021,256,"7/18/2021"
"9525",2021-09-13,"NY","NY",1,2021,256,"9/5/2019"
"9526",2021-09-09,"Middlesex","NJ",1,2021,252,"7/18/2021"
"9527",2021-09-13,"Middlesex","NJ",1,2021,256,"7/18/2021"
"9528",2021-09-13,"Bronx","NY",1,2021,256,"9/5/2019"
"9529",2021-08-15,"Franklin","PA",1,2021,227,"11/7/2017"
"9530",2021-09-12,"New Castle","Delaware",1,2021,255,NA
"9531",2021-09-12,"New Castle","Delaware",1,2021,255,NA
"9532",2021-09-02,"Richmond","NY",1,2021,245,"9/5/2019"
"9533",2021-09-12,"Bucks","PA",1,2021,255,"11/7/2017"
"9534",2021-09-13,"Middlesex","NJ",1,2021,256,"7/18/2021"
"9535",2021-09-12,"NY","NY",1,2021,255,"9/5/2019"
"9536",2021-08-28,"Dauphin","PA",1,2021,240,"11/7/2017"
"9537",2021-09-14,"Essex","NJ",1,2021,257,"7/18/2021"
"9538",2021-09-13,"Allegheny","PA",1,2021,256,"11/7/2017"
"9539",2021-09-13,"Allegheny","PA",1,2021,256,"11/7/2017"
"9540",2021-09-14,"Allegheny","PA",1,2021,257,"11/7/2017"
"9541",2021-09-14,"Allegheny","PA",1,2021,257,"11/7/2017"
"9542",2021-08-30,"Dauphin","PA",1,2021,242,"11/7/2017"
"9543",2021-09-14,"Allegheny","PA",1,2021,257,"11/7/2017"
"9544",2021-08-20,"Mercer","NJ",1,2021,232,"7/18/2021"
"9545",2021-09-14,"NY","NY",1,2021,257,"9/5/2019"
"9546",2021-09-14,"Morris","NJ",1,2021,257,"7/18/2021"
"9547",2021-09-14,"Allegheny","PA",1,2021,257,"11/7/2017"
"9548",2021-09-14,"Gloucester","NJ",1,2021,257,"7/18/2021"
"9549",2021-09-14,"Monmouth","NJ",1,2021,257,"7/18/2021"
"9550",2021-09-14,"Allegheny","PA",1,2021,257,"11/7/2017"
"9551",2021-09-14,"NY","NY",1,2021,257,"9/5/2019"
"9552",2021-09-14,"Richmond","NY",1,2021,257,"9/5/2019"
"9553",2021-09-14,"Middlesex","NJ",1,2021,257,"7/18/2021"
"9554",2021-09-14,"Ocean","NJ",1,2021,257,"7/18/2021"
"9555",2021-09-14,"NY","NY",1,2021,257,"9/5/2019"
"9556",2021-09-14,"Union","NJ",1,2021,257,"7/18/2021"
"9557",2021-09-14,"Union","NJ",1,2021,257,"7/18/2021"
"9558",2021-09-14,"York","PA",1,2021,257,"11/7/2017"
"9559",2021-09-14,"Bergen","NJ",1,2021,257,"7/18/2021"
"9560",2021-09-14,"Montgomery","PA",1,2021,257,"11/7/2017"
"9561",2021-09-14,"Dauphin","PA",1,2021,257,"11/7/2017"
"9562",2021-09-14,"NY","NY",1,2021,257,"9/5/2019"
"9563",2021-09-14,"Harford","Maryland",1,2021,257,NA
"9564",2021-09-14,"Monmouth","NJ",1,2021,257,"7/18/2021"
"9565",2021-09-14,"Burlington","NJ",1,2021,257,"7/18/2021"
"9566",2021-09-14,"Kings","NY",1,2021,257,"9/5/2019"
"9567",2021-08-24,"Morris","NJ",1,2021,236,"7/18/2021"
"9568",2021-09-14,"Middlesex","NJ",1,2021,257,"7/18/2021"
"9569",2021-09-14,"Hudson","NJ",1,2021,257,"7/18/2021"
"9570",2021-09-11,"Richmond","NY",1,2021,254,"9/5/2019"
"9571",2021-09-14,"Morris","NJ",1,2021,257,"7/18/2021"
"9572",2021-09-14,"Monmouth","NJ",1,2021,257,"7/18/2021"
"9573",2021-09-14,"Essex","NJ",1,2021,257,"7/18/2021"
"9574",2021-09-14,"Morris","NJ",1,2021,257,"7/18/2021"
"9575",2021-09-14,"Morris","NJ",1,2021,257,"7/18/2021"
"9576",2021-09-14,"Morris","NJ",1,2021,257,"7/18/2021"
"9577",2021-09-14,"Morris","NJ",1,2021,257,"7/18/2021"
"9578",2021-09-14,"Morris","NJ",1,2021,257,"7/18/2021"
"9579",2021-09-14,"York","PA",1,2021,257,"11/7/2017"
"9580",2021-09-14,"Essex","NJ",1,2021,257,"7/18/2021"
"9581",2021-09-14,"NY","NY",1,2021,257,"9/5/2019"
"9582",2021-09-14,"Harford","Maryland",1,2021,257,NA
"9583",2021-09-14,"Philadelphia","PA",1,2021,257,"11/7/2017"
"9584",2021-09-14,"Kings","NY",1,2021,257,"9/5/2019"
"9585",2021-09-14,"Philadelphia","PA",1,2021,257,"11/7/2017"
"9586",2021-09-14,"Cape May","NJ",1,2021,257,"7/18/2021"
"9587",2021-09-14,"NY","NY",1,2021,257,"9/5/2019"
"9588",2021-09-14,"Richmond","NY",1,2021,257,"9/5/2019"
"9589",2021-09-14,"Essex","NJ",1,2021,257,"7/18/2021"
"9590",2021-09-13,"Morris","NJ",1,2021,256,"7/18/2021"
"9591",2021-09-11,"Middlesex","NJ",1,2021,254,"7/18/2021"
"9592",2021-09-11,"Queens","NY",1,2021,254,"9/5/2019"
"9593",2021-09-14,"NY","NY",1,2021,257,"9/5/2019"
"9594",2021-09-14,"NY","NY",1,2021,257,"9/5/2019"
"9595",2021-09-14,"Passaic","NJ",1,2021,257,"7/18/2021"
"9596",2021-09-14,"Mercer","NJ",1,2021,257,"7/18/2021"
"9597",2021-09-14,"NY","NY",1,2021,257,"9/5/2019"
"9598",2021-09-12,"Berks","PA",1,2021,255,"11/7/2017"
"9599",2021-09-12,"Berks","PA",1,2021,255,"11/7/2017"
"9600",2021-09-14,"Kings","NY",1,2021,257,"9/5/2019"
"9601",2021-09-14,"Philadelphia","PA",1,2021,257,"11/7/2017"
"9602",2021-09-14,"Centre","PA",1,2021,257,"11/7/2017"
"9603",2021-09-14,"Allegheny","PA",1,2021,257,"11/7/2017"
"9604",2021-09-14,"Kings","NY",1,2021,257,"9/5/2019"
"9605",2021-09-14,"NY","NY",1,2021,257,"9/5/2019"
"9606",2021-09-13,"Cecil","Maryland",1,2021,256,NA
"9607",2021-09-14,"Middlesex","NJ",1,2021,257,"7/18/2021"
"9608",2021-09-14,"Allegheny","PA",1,2021,257,"11/7/2017"
"9609",2021-09-07,"Suffolk","NY",1,2021,250,"9/5/2019"
"9610",2021-09-09,"Northampton","PA",1,2021,252,"11/7/2017"
"9611",2021-09-14,"Burlington","NJ",1,2021,257,"7/18/2021"
"9612",2021-09-14,"Middlesex","NJ",1,2021,257,"7/18/2021"
"9613",2021-09-14,"Morris","NJ",1,2021,257,"7/18/2021"
"9614",2021-09-14,"NY","NY",1,2021,257,"9/5/2019"
"9615",2021-09-14,"Mercer","NJ",1,2021,257,"7/18/2021"
"9616",2021-09-13,"Middlesex","NJ",1,2021,256,"7/18/2021"
"9617",2021-09-12,"Berks","PA",1,2021,255,"11/7/2017"
"9618",2021-09-02,"Mercer","NJ",1,2021,245,"7/18/2021"
"9619",2021-09-14,"Kings","NY",1,2021,257,"9/5/2019"
"9620",2021-09-08,"Burlington","NJ",1,2021,251,"7/18/2021"
"9621",2021-09-15,"New Castle","Delaware",1,2021,258,NA
"9622",2021-09-15,"Union","NJ",1,2021,258,"7/18/2021"
"9623",2021-09-10,"Somerset","NJ",1,2021,253,"7/18/2021"
"9624",2021-09-13,"Middlesex","NJ",1,2021,256,"7/18/2021"
"9625",2021-09-14,"Queens","NY",1,2021,257,"9/5/2019"
"9626",2021-09-15,"Frederick","Virginia",1,2021,258,NA
"9627",2021-09-15,"Schuylkill","PA",1,2021,258,"11/7/2017"
"9628",2021-09-15,"Schuylkill","PA",1,2021,258,"11/7/2017"
"9629",2021-09-15,"Schuylkill","PA",1,2021,258,"11/7/2017"
"9630",2021-09-15,"New Castle","Delaware",1,2021,258,NA
"9631",2021-09-14,"Schuylkill","PA",1,2021,257,"11/7/2017"
"9632",2021-09-15,"Middlesex","NJ",1,2021,258,"7/18/2021"
"9633",2021-09-13,"Kings","NY",1,2021,256,"9/5/2019"
"9634",2021-09-15,"Middlesex","NJ",1,2021,258,"7/18/2021"
"9635",2021-09-15,"Middlesex","NJ",1,2021,258,"7/18/2021"
"9636",2021-09-15,"Philadelphia","PA",1,2021,258,"11/7/2017"
"9637",2021-09-15,"Cecil","Maryland",1,2021,258,NA
"9638",2021-09-15,"NY","NY",1,2021,258,"9/5/2019"
"9639",2021-09-15,"Philadelphia","PA",1,2021,258,"11/7/2017"
"9640",2021-09-15,"NY","NY",1,2021,258,"9/5/2019"
"9641",2021-09-13,"NY","NY",1,2021,256,"9/5/2019"
"9642",2021-09-15,"NY","NY",1,2021,258,"9/5/2019"
"9643",2021-09-15,"NY","NY",1,2021,258,"9/5/2019"
"9644",2021-09-12,"NY","NY",1,2021,255,"9/5/2019"
"9645",2021-09-12,"NY","NY",1,2021,255,"9/5/2019"
"9646",2021-09-12,"NY","NY",1,2021,255,"9/5/2019"
"9647",2021-09-12,"NY","NY",1,2021,255,"9/5/2019"
"9648",2021-09-12,"NY","NY",1,2021,255,"9/5/2019"
"9649",2021-09-15,"NY","NY",1,2021,258,"9/5/2019"
"9650",2021-09-15,"NY","NY",1,2021,258,"9/5/2019"
"9651",2021-09-15,"NY","NY",1,2021,258,"9/5/2019"
"9652",2021-09-15,"Morris","NJ",1,2021,258,"7/18/2021"
"9653",2021-09-15,"Morris","NJ",1,2021,258,"7/18/2021"
"9654",2021-09-15,"Bucks","PA",1,2021,258,"11/7/2017"
"9655",2021-09-15,"Morris","NJ",1,2021,258,"7/18/2021"
"9656",2021-09-15,"Somerset","NJ",1,2021,258,"7/18/2021"
"9657",2021-09-11,"Queens","NY",1,2021,254,"9/5/2019"
"9658",2021-09-15,"NY","NY",1,2021,258,"9/5/2019"
"9659",2021-09-15,"Middlesex","NJ",1,2021,258,"7/18/2021"
"9660",2021-09-15,"New Castle","Delaware",1,2021,258,NA
"9661",2021-09-07,"Kings","NY",1,2021,250,"9/5/2019"
"9662",2021-09-15,"Passaic","NJ",1,2021,258,"7/18/2021"
"9663",2021-09-15,"Morris","NJ",1,2021,258,"7/18/2021"
"9664",2021-09-15,"NY","NY",1,2021,258,"9/5/2019"
"9665",2021-09-15,"Kings","NY",1,2021,258,"9/5/2019"
"9666",2021-09-15,"Harford","Maryland",1,2021,258,NA
"9667",2021-09-14,"Middlesex","NJ",1,2021,257,"7/18/2021"
"9668",2021-09-15,"NY","NY",1,2021,258,"9/5/2019"
"9669",2021-09-15,"Philadelphia","PA",1,2021,258,"11/7/2017"
"9670",2021-09-15,"Lancaster","PA",1,2021,258,"11/7/2017"
"9671",2021-09-15,"Philadelphia","PA",1,2021,258,"11/7/2017"
"9672",2021-09-15,"Middlesex","NJ",1,2021,258,"7/18/2021"
"9673",2021-09-15,"Mercer","NJ",1,2021,258,"7/18/2021"
"9674",2021-09-15,"Cumberland","PA",1,2021,258,"11/7/2017"
"9675",2021-09-15,"Hudson","NJ",1,2021,258,"7/18/2021"
"9676",2021-09-15,"Burlington","NJ",1,2021,258,"7/18/2021"
"9677",2021-09-15,"Mercer","NJ",1,2021,258,"7/18/2021"
"9678",2021-09-15,"Middlesex","NJ",1,2021,258,"7/18/2021"
"9679",2021-09-15,"Middlesex","NJ",1,2021,258,"7/18/2021"
"9680",2021-09-15,"Middlesex","NJ",1,2021,258,"7/18/2021"
"9681",2021-09-11,"Burlington","NJ",1,2021,254,"7/18/2021"
"9682",2021-09-15,"Sussex","NJ",1,2021,258,"7/18/2021"
"9683",2021-09-15,"Essex","NJ",1,2021,258,"7/18/2021"
"9684",2021-09-15,"Schuylkill","PA",1,2021,258,"11/7/2017"
"9685",2021-09-15,"Schuylkill","PA",1,2021,258,"11/7/2017"
"9686",2021-09-15,"Schuylkill","PA",1,2021,258,"11/7/2017"
"9687",2021-09-15,"Berks","PA",1,2021,258,"11/7/2017"
"9688",2021-09-15,"Essex","NJ",1,2021,258,"7/18/2021"
"9689",2021-09-15,"Schuylkill","PA",1,2021,258,"11/7/2017"
"9690",2021-09-15,"Schuylkill","PA",1,2021,258,"11/7/2017"
"9691",2021-09-15,"Richmond","NY",1,2021,258,"9/5/2019"
"9692",2021-09-15,"NY","NY",1,2021,258,"9/5/2019"
"9693",2021-09-15,"Union","NJ",1,2021,258,"7/18/2021"
"9694",2021-09-15,"Gloucester","NJ",1,2021,258,"7/18/2021"
"9695",2021-09-11,"Middlesex","NJ",1,2021,254,"7/18/2021"
"9696",2021-09-15,"Orange","NY",1,2021,258,"9/5/2019"
"9697",2021-09-15,"Delaware","PA",1,2021,258,"11/7/2017"
"9698",2021-09-14,"Monmouth","NJ",1,2021,257,"7/18/2021"
"9699",2021-09-15,"Schuylkill","PA",1,2021,258,"11/7/2017"
"9700",2021-09-15,"Schuylkill","PA",1,2021,258,"11/7/2017"
"9701",2021-09-15,"Schuylkill","PA",1,2021,258,"11/7/2017"
"9702",2021-09-15,"Schuylkill","PA",1,2021,258,"11/7/2017"
"9703",2021-09-15,"Schuylkill","PA",1,2021,258,"11/7/2017"
"9704",2021-09-15,"Schuylkill","PA",1,2021,258,"11/7/2017"
"9705",2021-09-15,"Northampton","PA",1,2021,258,"11/7/2017"
"9706",2021-09-13,"Middlesex","NJ",1,2021,256,"7/18/2021"
"9707",2021-09-13,"Middlesex","NJ",1,2021,256,"7/18/2021"
"9708",2021-09-12,"Middlesex","NJ",1,2021,255,"7/18/2021"
"9709",2021-09-13,"Berks","PA",1,2021,256,"11/7/2017"
"9710",2021-09-15,"Kings","NY",1,2021,258,"9/5/2019"
"9711",2021-09-15,"Philadelphia","PA",1,2021,258,"11/7/2017"
"9712",2021-09-15,"New Castle","Delaware",1,2021,258,NA
"9713",2021-09-15,"Middlesex","NJ",1,2021,258,"7/18/2021"
"9714",2021-09-16,"Richmond","NY",1,2021,259,"9/5/2019"
"9715",2021-09-15,"Philadelphia","PA",1,2021,258,"11/7/2017"
