"","ObservedDate","County","State","Count","Year","DOY","FirstiNatReport"
"2398",2020-06-28,"Delaware","PA",1,2020,180,"11/7/2017"
"2399",2020-06-28,"Hunterdon","NJ",1,2020,180,"7/18/2021"
"2400",2020-06-28,"Philadelphia","PA",1,2020,180,"11/7/2017"
"2401",2020-06-28,"Philadelphia","PA",1,2020,180,"11/7/2017"
"2402",2020-06-28,"Bucks","PA",1,2020,180,"11/7/2017"
"2403",2020-06-28,"Philadelphia","PA",1,2020,180,"11/7/2017"
"2404",2020-06-28,"Philadelphia","PA",1,2020,180,"11/7/2017"
"2405",2020-06-28,"Montgomery","PA",1,2020,180,"11/7/2017"
"2406",2020-06-28,"Montgomery","PA",1,2020,180,"11/7/2017"
"2407",2020-06-28,"Camden","NJ",1,2020,180,"7/18/2021"
"2408",2020-06-28,"Gloucester","NJ",1,2020,180,"7/18/2021"
"2409",2020-06-28,"Philadelphia","PA",1,2020,180,"11/7/2017"
"2410",2020-06-27,"New Castle","Delaware",1,2020,179,NA
"2411",2020-06-28,"Philadelphia","PA",1,2020,180,"11/7/2017"
"2412",2020-06-13,"Philadelphia","PA",1,2020,165,"11/7/2017"
"2413",2020-06-27,"Hunterdon","NJ",1,2020,179,"7/18/2021"
"2414",2020-06-29,"Chester","PA",1,2020,181,"11/7/2017"
"2415",2020-06-28,"Frederick","Virginia",1,2020,180,NA
"2416",2020-06-29,"Chester","PA",1,2020,181,"11/7/2017"
"2417",2020-06-29,"Schuylkill","PA",1,2020,181,"11/7/2017"
"2418",2020-06-29,"Burlington","NJ",1,2020,181,"7/18/2021"
"2419",2020-06-29,"Delaware","PA",1,2020,181,"11/7/2017"
"2420",2020-06-29,"Delaware","PA",1,2020,181,"11/7/2017"
"2421",2020-06-29,"Montgomery","PA",1,2020,181,"11/7/2017"
"2422",2020-06-29,"Winchester","Virginia",1,2020,181,NA
"2423",2020-06-29,"Philadelphia","PA",1,2020,181,"11/7/2017"
"2424",2020-06-29,"Philadelphia","PA",1,2020,181,"11/7/2017"
"2425",2020-06-29,"Somerset","NJ",1,2020,181,"7/18/2021"
"2426",2020-06-30,"Philadelphia","PA",1,2020,182,"11/7/2017"
"2427",2020-06-30,"Chester","PA",1,2020,182,"11/7/2017"
"2428",2020-06-30,"Cecil","Maryland",1,2020,182,NA
"2429",2020-06-28,"Somerset","NJ",1,2020,180,"7/18/2021"
"2430",2020-06-15,"Philadelphia","PA",1,2020,167,"11/7/2017"
"2431",2020-06-30,"Lancaster","PA",1,2020,182,"11/7/2017"
"2432",2020-06-16,"Hunterdon","NJ",1,2020,168,"7/18/2021"
"2433",2020-06-30,"Philadelphia","PA",1,2020,182,"11/7/2017"
"2434",2020-06-30,"Somerset","NJ",1,2020,182,"7/18/2021"
"2435",2020-06-29,"Philadelphia","PA",1,2020,181,"11/7/2017"
"2436",2020-06-30,"Montgomery","PA",1,2020,182,"11/7/2017"
"2437",2020-06-30,"Lancaster","PA",1,2020,182,"11/7/2017"
"2438",2020-06-30,"Schuylkill","PA",1,2020,182,"11/7/2017"
"2439",2020-06-30,"Hunterdon","NJ",1,2020,182,"7/18/2021"
"2440",2020-06-30,"Lancaster","PA",1,2020,182,"11/7/2017"
"2441",2020-06-30,"New Castle","Delaware",1,2020,182,NA
"2442",2020-06-30,"Philadelphia","PA",1,2020,182,"11/7/2017"
"2443",2020-06-27,"Lancaster","PA",1,2020,179,"11/7/2017"
"2444",2020-06-28,"Montgomery","PA",1,2020,180,"11/7/2017"
"2445",2020-06-29,"Philadelphia","PA",1,2020,181,"11/7/2017"
"2446",2020-07-01,"Montgomery","PA",1,2020,183,"11/7/2017"
"2447",2019-09-21,"Lancaster","PA",1,2019,264,"11/7/2017"
"2448",2020-07-01,"Cecil","Maryland",1,2020,183,NA
"2449",2020-07-01,"Delaware","PA",1,2020,183,"11/7/2017"
"2450",2020-07-01,"Philadelphia","PA",1,2020,183,"11/7/2017"
"2451",2020-07-01,"New Castle","Delaware",1,2020,183,NA
"2452",2020-07-01,"Bucks","PA",1,2020,183,"11/7/2017"
"2453",2020-06-30,"Philadelphia","PA",1,2020,182,"11/7/2017"
"2454",2020-06-30,"Philadelphia","PA",1,2020,182,"11/7/2017"
"2455",2020-07-01,"Delaware","PA",1,2020,183,"11/7/2017"
"2456",2020-07-01,"Montgomery","PA",1,2020,183,"11/7/2017"
"2457",2020-07-01,"Philadelphia","PA",1,2020,183,"11/7/2017"
"2458",2020-07-02,"Lancaster","PA",1,2020,184,"11/7/2017"
"2459",2020-07-02,"Cecil","Maryland",1,2020,184,NA
"2460",2020-07-02,"Philadelphia","PA",1,2020,184,"11/7/2017"
"2461",2020-07-02,"Philadelphia","PA",1,2020,184,"11/7/2017"
"2462",2020-07-02,"Monroe","PA",1,2020,184,"11/7/2017"
"2463",2020-07-02,"Montgomery","PA",1,2020,184,"11/7/2017"
"2464",2020-07-02,"Philadelphia","PA",1,2020,184,"11/7/2017"
"2465",2020-06-29,"Montgomery","PA",1,2020,181,"11/7/2017"
"2466",2020-07-02,"Northampton","PA",1,2020,184,"11/7/2017"
"2467",2020-07-02,"Lehigh","PA",1,2020,184,"11/7/2017"
"2468",2020-07-02,"Hunterdon","NJ",1,2020,184,"7/18/2021"
"2469",2020-07-02,"Philadelphia","PA",1,2020,184,"11/7/2017"
"2470",2020-07-02,"Bucks","PA",1,2020,184,"11/7/2017"
"2471",2020-07-02,"Philadelphia","PA",1,2020,184,"11/7/2017"
"2472",2020-07-02,"New Castle","Delaware",1,2020,184,NA
"2473",2020-07-03,"Northampton","PA",1,2020,185,"11/7/2017"
"2474",2020-07-03,"Bucks","PA",1,2020,185,"11/7/2017"
"2475",2020-07-03,"Bucks","PA",1,2020,185,"11/7/2017"
"2476",2020-07-02,"Gloucester","NJ",1,2020,184,"7/18/2021"
"2477",2020-07-03,"Philadelphia","PA",1,2020,185,"11/7/2017"
"2478",2020-07-03,"Philadelphia","PA",1,2020,185,"11/7/2017"
"2479",2020-07-03,"Philadelphia","PA",1,2020,185,"11/7/2017"
"2480",2020-06-29,"Delaware","PA",1,2020,181,"11/7/2017"
"2481",2020-07-03,"Mercer","NJ",1,2020,185,"7/18/2021"
"2482",2020-07-03,"Delaware","PA",1,2020,185,"11/7/2017"
"2483",2020-07-03,"Philadelphia","PA",1,2020,185,"11/7/2017"
"2484",2020-06-21,"Philadelphia","PA",1,2020,173,"11/7/2017"
"2485",2020-06-30,"Philadelphia","PA",1,2020,182,"11/7/2017"
"2486",2020-07-03,"Philadelphia","PA",1,2020,185,"11/7/2017"
"2487",2020-07-02,"New Castle","Delaware",1,2020,184,NA
"2488",2020-06-23,"Bucks","PA",1,2020,175,"11/7/2017"
"2489",2020-07-03,"Philadelphia","PA",1,2020,185,"11/7/2017"
"2490",2020-07-03,"Lancaster","PA",1,2020,185,"11/7/2017"
"2491",2020-07-03,"Philadelphia","PA",1,2020,185,"11/7/2017"
"2492",2020-07-03,"Hunterdon","NJ",1,2020,185,"7/18/2021"
"2493",2020-07-03,"New Castle","Delaware",1,2020,185,NA
"2494",2020-06-27,"Delaware","PA",1,2020,179,"11/7/2017"
"2495",2020-07-04,"Philadelphia","PA",1,2020,186,"11/7/2017"
"2496",2020-07-04,"Warren","NJ",1,2020,186,"7/18/2021"
"2497",2020-07-04,"Philadelphia","PA",1,2020,186,"11/7/2017"
"2498",2020-07-04,"Lancaster","PA",1,2020,186,"11/7/2017"
"2499",2020-07-04,"Montgomery","PA",1,2020,186,"11/7/2017"
"2500",2020-07-04,"Northampton","PA",1,2020,186,"11/7/2017"
"2501",2020-07-04,"Warren","NJ",1,2020,186,"7/18/2021"
"2502",2020-07-04,"New Castle","Delaware",1,2020,186,NA
"2503",2020-07-04,"Schuylkill","PA",1,2020,186,"11/7/2017"
"2504",2020-07-02,"Lancaster","PA",1,2020,184,"11/7/2017"
"2505",2020-07-04,"Montgomery","PA",1,2020,186,"11/7/2017"
"2506",2020-07-04,"Hunterdon","NJ",1,2020,186,"7/18/2021"
"2507",2020-07-02,"New Castle","Delaware",1,2020,184,NA
"2508",2020-07-04,"Montgomery","PA",1,2020,186,"11/7/2017"
"2509",2020-07-04,"Philadelphia","PA",1,2020,186,"11/7/2017"
"2510",2020-07-05,"Delaware","PA",1,2020,187,"11/7/2017"
"2511",2020-07-05,"Delaware","PA",1,2020,187,"11/7/2017"
"2512",2020-07-05,"Montgomery","PA",1,2020,187,"11/7/2017"
"2513",2020-07-05,"Philadelphia","PA",1,2020,187,"11/7/2017"
"2514",2020-07-05,"Montgomery","PA",1,2020,187,"11/7/2017"
"2515",2020-07-02,"Philadelphia","PA",1,2020,184,"11/7/2017"
"2516",2020-07-04,"New Castle","Delaware",1,2020,186,NA
"2517",2020-07-05,"Hunterdon","NJ",1,2020,187,"7/18/2021"
"2518",2020-07-05,"Philadelphia","PA",1,2020,187,"11/7/2017"
"2519",2020-07-04,"Philadelphia","PA",1,2020,186,"11/7/2017"
"2520",2020-07-04,"Philadelphia","PA",1,2020,186,"11/7/2017"
"2521",2020-07-04,"Philadelphia","PA",1,2020,186,"11/7/2017"
"2522",2020-07-04,"Philadelphia","PA",1,2020,186,"11/7/2017"
"2523",2020-07-05,"Middlesex","NJ",1,2020,187,"7/18/2021"
"2524",2020-07-05,"Lancaster","PA",1,2020,187,"11/7/2017"
"2525",2020-07-05,"Burlington","NJ",1,2020,187,"7/18/2021"
"2526",2020-07-05,"Chester","PA",1,2020,187,"11/7/2017"
"2527",2020-07-05,"Northampton","PA",1,2020,187,"11/7/2017"
"2528",2020-07-02,"Montgomery","PA",1,2020,184,"11/7/2017"
"2529",2020-07-05,"Montgomery","PA",1,2020,187,"11/7/2017"
"2530",2020-07-05,"Lehigh","PA",1,2020,187,"11/7/2017"
"2531",2020-07-04,"New Castle","Delaware",1,2020,186,NA
"2532",2020-07-05,"Warren","NJ",1,2020,187,"7/18/2021"
"2533",2020-06-17,"Burlington","NJ",1,2020,169,"7/18/2021"
"2534",2020-07-05,"Camden","NJ",1,2020,187,"7/18/2021"
"2535",2020-07-04,"Gloucester","NJ",1,2020,186,"7/18/2021"
"2536",2020-07-05,"Delaware","PA",1,2020,187,"11/7/2017"
"2537",2020-07-02,"Montgomery","PA",1,2020,184,"11/7/2017"
"2538",2020-07-06,"Philadelphia","PA",1,2020,188,"11/7/2017"
"2539",2020-07-06,"Monroe","PA",1,2020,188,"11/7/2017"
"2540",2020-07-06,"New Castle","Delaware",1,2020,188,NA
"2541",2020-07-06,"Delaware","PA",1,2020,188,"11/7/2017"
"2542",2020-07-06,"Delaware","PA",1,2020,188,"11/7/2017"
"2543",2020-07-06,"Cecil","Maryland",1,2020,188,NA
"2544",2020-07-06,"Cecil","Maryland",1,2020,188,NA
"2545",2020-07-06,"New Castle","Delaware",1,2020,188,NA
"2546",2020-07-06,"New Castle","Delaware",1,2020,188,NA
"2547",2020-07-06,"Hunterdon","NJ",1,2020,188,"7/18/2021"
"2548",2020-07-06,"Lancaster","PA",1,2020,188,"11/7/2017"
"2549",2020-07-06,"Burlington","NJ",1,2020,188,"7/18/2021"
"2550",2020-07-06,"Burlington","NJ",1,2020,188,"7/18/2021"
"2551",2020-07-06,"Philadelphia","PA",1,2020,188,"11/7/2017"
"2552",2020-07-05,"Philadelphia","PA",1,2020,187,"11/7/2017"
"2553",2020-07-06,"Philadelphia","PA",1,2020,188,"11/7/2017"
"2554",2020-07-05,"Philadelphia","PA",1,2020,187,"11/7/2017"
"2555",2020-07-05,"Philadelphia","PA",1,2020,187,"11/7/2017"
"2556",2020-07-07,"Delaware","PA",1,2020,189,"11/7/2017"
"2557",2020-07-07,"Delaware","PA",1,2020,189,"11/7/2017"
"2558",2020-07-07,"Philadelphia","PA",1,2020,189,"11/7/2017"
"2559",2020-07-07,"Philadelphia","PA",1,2020,189,"11/7/2017"
"2560",2020-07-07,"Philadelphia","PA",1,2020,189,"11/7/2017"
"2561",2020-07-07,"Camden","NJ",1,2020,189,"7/18/2021"
"2562",2020-07-07,"Montgomery","PA",1,2020,189,"11/7/2017"
"2563",2020-07-07,"New Castle","Delaware",1,2020,189,NA
"2564",2020-07-07,"New Castle","Delaware",1,2020,189,NA
"2565",2020-07-07,"Berks","PA",1,2020,189,"11/7/2017"
"2566",2020-07-07,"Philadelphia","PA",1,2020,189,"11/7/2017"
"2567",2020-07-07,"Philadelphia","PA",1,2020,189,"11/7/2017"
"2568",2020-07-07,"Philadelphia","PA",1,2020,189,"11/7/2017"
"2569",2020-07-07,"Bucks","PA",1,2020,189,"11/7/2017"
"2570",2020-07-06,"Lehigh","PA",1,2020,188,"11/7/2017"
"2571",2020-07-06,"Montgomery","PA",1,2020,188,"11/7/2017"
"2572",2020-07-08,"Montgomery","PA",1,2020,190,"11/7/2017"
"2573",2020-07-08,"Montgomery","PA",1,2020,190,"11/7/2017"
"2574",2020-07-08,"Philadelphia","PA",1,2020,190,"11/7/2017"
"2575",2020-07-08,"Montgomery","PA",1,2020,190,"11/7/2017"
"2576",2020-07-07,"Montgomery","PA",1,2020,189,"11/7/2017"
"2577",2018-09-16,"Berks","PA",1,2018,259,"11/7/2017"
"2578",2020-07-08,"Philadelphia","PA",1,2020,190,"11/7/2017"
"2579",2020-07-08,"Philadelphia","PA",1,2020,190,"11/7/2017"
"2580",2020-07-08,"Philadelphia","PA",1,2020,190,"11/7/2017"
"2581",2020-07-08,"Chester","PA",1,2020,190,"11/7/2017"
"2582",2020-07-08,"Montgomery","PA",1,2020,190,"11/7/2017"
"2583",2020-07-08,"Camden","NJ",1,2020,190,"7/18/2021"
"2584",2020-07-09,"Camden","NJ",1,2020,191,"7/18/2021"
"2585",2020-07-09,"Carbon","PA",1,2020,191,"11/7/2017"
"2586",2020-07-09,"New Castle","Delaware",1,2020,191,NA
"2587",2020-07-09,"Delaware","PA",1,2020,191,"11/7/2017"
"2588",2020-07-09,"Philadelphia","PA",1,2020,191,"11/7/2017"
"2589",2020-07-09,"Delaware","PA",1,2020,191,"11/7/2017"
"2590",2020-07-09,"Philadelphia","PA",1,2020,191,"11/7/2017"
"2591",2020-07-09,"Philadelphia","PA",1,2020,191,"11/7/2017"
"2592",2020-07-09,"Philadelphia","PA",1,2020,191,"11/7/2017"
"2593",2020-07-09,"Bucks","PA",1,2020,191,"11/7/2017"
"2594",2020-07-09,"Chester","PA",1,2020,191,"11/7/2017"
"2595",2020-07-09,"Bucks","PA",1,2020,191,"11/7/2017"
"2596",2020-07-09,"Chester","PA",1,2020,191,"11/7/2017"
"2597",2020-07-09,"Philadelphia","PA",1,2020,191,"11/7/2017"
"2598",2020-07-09,"Philadelphia","PA",1,2020,191,"11/7/2017"
"2599",2020-07-09,"Bucks","PA",1,2020,191,"11/7/2017"
"2600",2019-08-18,"Northampton","PA",1,2019,230,"11/7/2017"
"2601",2020-07-09,"Montgomery","PA",1,2020,191,"11/7/2017"
"2602",2020-07-09,"Montgomery","PA",1,2020,191,"11/7/2017"
"2603",2020-06-29,"Bucks","PA",1,2020,181,"11/7/2017"
"2604",2020-07-09,"Bucks","PA",1,2020,191,"11/7/2017"
"2605",2020-07-08,"Philadelphia","PA",1,2020,190,"11/7/2017"
"2606",2018-07-09,"Berks","PA",1,2018,190,"11/7/2017"
"2607",2020-07-11,"Lancaster","PA",1,2020,193,"11/7/2017"
"2608",2020-07-11,"Northampton","PA",1,2020,193,"11/7/2017"
"2609",2020-07-11,"Schuylkill","PA",1,2020,193,"11/7/2017"
"2610",2020-07-11,"Philadelphia","PA",1,2020,193,"11/7/2017"
"2611",2020-07-11,"Philadelphia","PA",1,2020,193,"11/7/2017"
"2612",2020-07-11,"New Castle","Delaware",1,2020,193,NA
"2613",2020-07-10,"Frederick","Virginia",1,2020,192,NA
"2614",2020-07-11,"Lebanon","PA",1,2020,193,"11/7/2017"
"2615",2020-07-11,"Northampton","PA",1,2020,193,"11/7/2017"
"2616",2020-07-08,"Camden","NJ",1,2020,190,"7/18/2021"
"2617",2020-07-11,"Hunterdon","NJ",1,2020,193,"7/18/2021"
"2618",2020-07-11,"Montgomery","PA",1,2020,193,"11/7/2017"
"2619",2020-07-09,"Philadelphia","PA",1,2020,191,"11/7/2017"
"2620",2020-07-11,"Lancaster","PA",1,2020,193,"11/7/2017"
"2621",2020-07-11,"Bucks","PA",1,2020,193,"11/7/2017"
"2622",2020-07-11,"Montgomery","PA",1,2020,193,"11/7/2017"
"2623",2020-07-11,"Bucks","PA",1,2020,193,"11/7/2017"
"2624",2020-07-11,"Bucks","PA",1,2020,193,"11/7/2017"
"2625",2020-07-11,"New Castle","Delaware",1,2020,193,NA
"2626",2020-07-11,"New Castle","Delaware",1,2020,193,NA
"2627",2020-07-11,"Bucks","PA",1,2020,193,"11/7/2017"
"2628",2020-07-11,"Philadelphia","PA",1,2020,193,"11/7/2017"
"2629",2020-07-11,"Bucks","PA",1,2020,193,"11/7/2017"
"2630",2020-07-11,"Delaware","PA",1,2020,193,"11/7/2017"
"2631",2020-07-11,"Chester","PA",1,2020,193,"11/7/2017"
"2632",2020-07-12,"New Castle","Delaware",1,2020,194,NA
"2633",2020-07-12,"Montgomery","PA",1,2020,194,"11/7/2017"
"2634",2020-07-12,"Lancaster","PA",1,2020,194,"11/7/2017"
"2635",2020-07-12,"Delaware","PA",1,2020,194,"11/7/2017"
"2636",2020-07-12,"Montgomery","PA",1,2020,194,"11/7/2017"
"2637",2020-07-12,"Philadelphia","PA",1,2020,194,"11/7/2017"
"2638",2020-07-12,"Montgomery","PA",1,2020,194,"11/7/2017"
"2639",2020-07-12,"Northampton","PA",1,2020,194,"11/7/2017"
"2640",2020-07-12,"Delaware","PA",1,2020,194,"11/7/2017"
"2641",2020-07-12,"Philadelphia","PA",1,2020,194,"11/7/2017"
"2642",2020-07-12,"Carbon","PA",1,2020,194,"11/7/2017"
"2643",2020-07-12,"Carbon","PA",1,2020,194,"11/7/2017"
"2644",2020-07-12,"Philadelphia","PA",1,2020,194,"11/7/2017"
"2645",2020-07-12,"Carbon","PA",1,2020,194,"11/7/2017"
"2646",2020-07-12,"Montgomery","PA",1,2020,194,"11/7/2017"
"2647",2020-07-12,"Carbon","PA",1,2020,194,"11/7/2017"
"2648",2020-07-12,"Chester","PA",1,2020,194,"11/7/2017"
"2649",2020-07-12,"Carbon","PA",1,2020,194,"11/7/2017"
"2650",2020-07-12,"Carbon","PA",1,2020,194,"11/7/2017"
"2651",2020-07-08,"Philadelphia","PA",1,2020,190,"11/7/2017"
"2652",2020-07-12,"Chester","PA",1,2020,194,"11/7/2017"
"2653",2020-07-12,"Montgomery","PA",1,2020,194,"11/7/2017"
"2654",2020-07-12,"Delaware","PA",1,2020,194,"11/7/2017"
"2655",2020-07-12,"Philadelphia","PA",1,2020,194,"11/7/2017"
"2656",2020-07-12,"Berks","PA",1,2020,194,"11/7/2017"
"2657",2020-07-12,"Philadelphia","PA",1,2020,194,"11/7/2017"
"2658",2020-07-12,"Burlington","NJ",1,2020,194,"7/18/2021"
"2659",2020-07-12,"Philadelphia","PA",1,2020,194,"11/7/2017"
"2660",2020-07-11,"Philadelphia","PA",1,2020,193,"11/7/2017"
"2661",2020-07-13,"Philadelphia","PA",1,2020,195,"11/7/2017"
"2662",2020-07-13,"Philadelphia","PA",1,2020,195,"11/7/2017"
"2663",2020-07-13,"Camden","NJ",1,2020,195,"7/18/2021"
"2664",2020-07-12,"Delaware","PA",1,2020,194,"11/7/2017"
"2665",2020-07-13,"Delaware","PA",1,2020,195,"11/7/2017"
"2666",2020-07-13,"Monroe","PA",1,2020,195,"11/7/2017"
"2667",2020-07-13,"Lancaster","PA",1,2020,195,"11/7/2017"
"2668",2020-07-13,"Berks","PA",1,2020,195,"11/7/2017"
"2669",2020-07-13,"Camden","NJ",1,2020,195,"7/18/2021"
"2670",2020-07-13,"Montgomery","PA",1,2020,195,"11/7/2017"
"2671",2020-07-13,"Montgomery","PA",1,2020,195,"11/7/2017"
"2672",2020-07-13,"Chester","PA",1,2020,195,"11/7/2017"
"2673",2020-07-13,"Chester","PA",1,2020,195,"11/7/2017"
"2674",2020-07-13,"Warren","NJ",1,2020,195,"7/18/2021"
"2675",2020-07-12,"New Castle","Delaware",1,2020,194,NA
"2676",2020-07-12,"Bucks","PA",1,2020,194,"11/7/2017"
"2677",2020-07-14,"Philadelphia","PA",1,2020,196,"11/7/2017"
"2678",2020-07-14,"Montgomery","PA",1,2020,196,"11/7/2017"
"2679",2020-07-14,"Chester","PA",1,2020,196,"11/7/2017"
"2680",2020-07-14,"Delaware","PA",1,2020,196,"11/7/2017"
"2681",2020-07-14,"Chester","PA",1,2020,196,"11/7/2017"
"2682",2020-07-09,"Camden","NJ",1,2020,191,"7/18/2021"
"2683",2020-07-14,"Delaware","PA",1,2020,196,"11/7/2017"
"2684",2020-07-14,"Bucks","PA",1,2020,196,"11/7/2017"
"2685",2020-07-14,"Chester","PA",1,2020,196,"11/7/2017"
"2686",2020-07-14,"Hunterdon","NJ",1,2020,196,"7/18/2021"
"2687",2020-07-14,"Philadelphia","PA",1,2020,196,"11/7/2017"
"2688",2020-07-14,"Bucks","PA",1,2020,196,"11/7/2017"
"2689",2020-07-14,"Bucks","PA",1,2020,196,"11/7/2017"
"2690",2020-07-14,"Philadelphia","PA",1,2020,196,"11/7/2017"
"2691",2020-07-14,"New Castle","Delaware",1,2020,196,NA
"2692",2020-06-04,"Chester","PA",1,2020,156,"11/7/2017"
"2693",2020-07-11,"Hunterdon","NJ",1,2020,193,"7/18/2021"
"2694",2020-07-14,"Philadelphia","PA",1,2020,196,"11/7/2017"
"2695",2020-07-14,"Bucks","PA",1,2020,196,"11/7/2017"
"2696",2020-07-08,"Gloucester","NJ",1,2020,190,"7/18/2021"
"2697",2020-07-15,"Philadelphia","PA",1,2020,197,"11/7/2017"
"2698",2020-07-15,"Philadelphia","PA",1,2020,197,"11/7/2017"
"2699",2020-07-15,"Bucks","PA",1,2020,197,"11/7/2017"
"2700",2020-07-14,"Lehigh","PA",1,2020,196,"11/7/2017"
"2701",2020-07-15,"Montgomery","PA",1,2020,197,"11/7/2017"
"2702",2020-07-14,"Hunterdon","NJ",1,2020,196,"7/18/2021"
"2703",2020-07-14,"Delaware","PA",1,2020,196,"11/7/2017"
"2704",2020-07-15,"Hunterdon","NJ",1,2020,197,"7/18/2021"
"2705",2020-07-15,"Chester","PA",1,2020,197,"11/7/2017"
"2706",2020-07-15,"Berks","PA",1,2020,197,"11/7/2017"
"2707",2020-07-15,"Philadelphia","PA",1,2020,197,"11/7/2017"
"2708",2020-07-15,"Hunterdon","NJ",1,2020,197,"7/18/2021"
"2709",2020-07-15,"Bucks","PA",1,2020,197,"11/7/2017"
"2710",2020-07-15,"Delaware","PA",1,2020,197,"11/7/2017"
"2711",2020-07-13,"Warren","NJ",1,2020,195,"7/18/2021"
"2712",2020-07-15,"Philadelphia","PA",1,2020,197,"11/7/2017"
"2713",2020-07-15,"Philadelphia","PA",1,2020,197,"11/7/2017"
"2714",2020-07-15,"Philadelphia","PA",1,2020,197,"11/7/2017"
"2715",2020-07-15,"Lehigh","PA",1,2020,197,"11/7/2017"
"2716",2020-07-15,"Montgomery","PA",1,2020,197,"11/7/2017"
"2717",2020-07-15,"Bucks","PA",1,2020,197,"11/7/2017"
"2718",2020-07-15,"Richmond","NY",1,2020,197,"9/5/2019"
"2719",2020-07-15,"Philadelphia","PA",1,2020,197,"11/7/2017"
"2720",2020-07-16,"Lancaster","PA",1,2020,198,"11/7/2017"
"2721",2020-07-16,"Bucks","PA",1,2020,198,"11/7/2017"
"2722",2020-07-16,"Northampton","PA",1,2020,198,"11/7/2017"
"2723",2020-07-16,"Somerset","NJ",1,2020,198,"7/18/2021"
"2724",2020-07-16,"Philadelphia","PA",1,2020,198,"11/7/2017"
"2725",2020-07-14,"Bucks","PA",1,2020,196,"11/7/2017"
"2726",2020-07-16,"Montgomery","PA",1,2020,198,"11/7/2017"
"2727",2020-07-16,"Bucks","PA",1,2020,198,"11/7/2017"
"2728",2020-07-16,"Montgomery","PA",1,2020,198,"11/7/2017"
"2729",2020-07-16,"Chester","PA",1,2020,198,"11/7/2017"
"2730",2020-07-16,"Philadelphia","PA",1,2020,198,"11/7/2017"
"2731",2020-07-16,"Montgomery","PA",1,2020,198,"11/7/2017"
"2732",2020-07-16,"Montgomery","PA",1,2020,198,"11/7/2017"
"2733",2020-07-16,"Montgomery","PA",1,2020,198,"11/7/2017"
"2734",2020-07-16,"Hunterdon","NJ",1,2020,198,"7/18/2021"
"2735",2020-07-16,"Philadelphia","PA",1,2020,198,"11/7/2017"
"2736",2020-07-16,"Delaware","PA",1,2020,198,"11/7/2017"
"2737",2020-07-16,"Burlington","NJ",1,2020,198,"7/18/2021"
"2738",2020-07-17,"Philadelphia","PA",1,2020,199,"11/7/2017"
"2739",2020-07-17,"Montgomery","PA",1,2020,199,"11/7/2017"
"2740",2020-07-16,"Delaware","PA",1,2020,198,"11/7/2017"
"2741",2020-07-17,"Philadelphia","PA",1,2020,199,"11/7/2017"
"2742",2020-07-17,"Delaware","PA",1,2020,199,"11/7/2017"
"2743",2020-07-17,"Delaware","PA",1,2020,199,"11/7/2017"
"2744",2020-07-17,"Lancaster","PA",1,2020,199,"11/7/2017"
"2745",2020-07-16,"Somerset","NJ",1,2020,198,"7/18/2021"
"2746",2020-07-17,"Mercer","NJ",1,2020,199,"7/18/2021"
"2747",2020-07-17,"Monroe","PA",1,2020,199,"11/7/2017"
"2748",2020-07-17,"Somerset","NJ",1,2020,199,"7/18/2021"
"2749",2020-07-17,"Chester","PA",1,2020,199,"11/7/2017"
"2750",2020-07-17,"Philadelphia","PA",1,2020,199,"11/7/2017"
"2751",2020-07-17,"New Castle","Delaware",1,2020,199,NA
"2752",2020-07-17,"Chester","PA",1,2020,199,"11/7/2017"
"2753",2020-07-17,"Philadelphia","PA",1,2020,199,"11/7/2017"
"2754",2020-06-25,"Bucks","PA",1,2020,177,"11/7/2017"
"2755",2020-06-27,"Philadelphia","PA",1,2020,179,"11/7/2017"
"2756",2020-07-07,"Philadelphia","PA",1,2020,189,"11/7/2017"
"2757",2020-06-28,"Bucks","PA",1,2020,180,"11/7/2017"
"2758",2020-06-28,"Montgomery","PA",1,2020,180,"11/7/2017"
"2759",2020-06-29,"Bucks","PA",1,2020,181,"11/7/2017"
"2760",2020-07-16,"Philadelphia","PA",1,2020,198,"11/7/2017"
"2761",2020-07-16,"Philadelphia","PA",1,2020,198,"11/7/2017"
"2762",2020-07-01,"Chester","PA",1,2020,183,"11/7/2017"
"2763",2020-07-18,"Bucks","PA",1,2020,200,"11/7/2017"
"2764",2020-07-17,"Bucks","PA",1,2020,199,"11/7/2017"
"2765",2020-07-18,"Bucks","PA",1,2020,200,"11/7/2017"
"2766",2020-07-17,"Philadelphia","PA",1,2020,199,"11/7/2017"
"2767",2020-07-17,"Philadelphia","PA",1,2020,199,"11/7/2017"
"2768",2020-07-18,"New Castle","Delaware",1,2020,200,NA
"2769",2020-07-18,"New Castle","Delaware",1,2020,200,NA
"2770",2020-07-18,"Lehigh","PA",1,2020,200,"11/7/2017"
"2771",2020-06-30,"Philadelphia","PA",1,2020,182,"11/7/2017"
"2772",2020-07-18,"Delaware","PA",1,2020,200,"11/7/2017"
"2773",2020-07-18,"New Castle","Delaware",1,2020,200,NA
"2774",2020-07-14,"Philadelphia","PA",1,2020,196,"11/7/2017"
"2775",2020-07-18,"Philadelphia","PA",1,2020,200,"11/7/2017"
"2776",2020-07-18,"Bucks","PA",1,2020,200,"11/7/2017"
"2777",2020-07-16,"Philadelphia","PA",1,2020,198,"11/7/2017"
"2778",2020-07-16,"Philadelphia","PA",1,2020,198,"11/7/2017"
"2779",2020-07-18,"Bucks","PA",1,2020,200,"11/7/2017"
